From,To,Length,Cost,Var
186,1404,362.6073537,75.45143727,753.0651442
186,1901,340.0459077,50.59198799,278.8811156
186,1491,461.8181134,40.50042561,87.80522991
187,1516,246.5623188,35.39607931,141.2357264
187,1711,640.8767311,48.88243793,136.0572809
187,1552,1658.984337,71.61695952,368.9326498
187,1753,963.8123125,46.49508896,230.5807623
188,491,1357.614927,70.63766396,585.1362089
188,202,218.5365629,221.7130315,7585.637969
188,653,319.6698727,21.88304978,15.32116074
188,359,422.1405494,79.17424869,618.7016653
189,417,349.507551,7.476971241,2.515611098
189,395,401.2949579,184.3888801,2669.437281
190,1074,568.33417,42.36504765,147.8715787
190,1004,551.763024,46.87896289,163.7932431
190,200,122.5245309,39.08618549,200.6970924
191,1040,70.09905097,57.79040384,144.5748731
191,362,391.1443351,26.50549617,74.26617037
191,865,234.484803,77.97776005,262.753248
191,1328,350.2268409,34.18688843,127.8363031
192,375,1152.580029,208.6454029,5319.115147
192,324,612.8852385,200.5447505,2290.069449
195,765,230.0838524,92.97934427,472.5696398
195,575,1023.613396,106.474028,1184.911908
195,584,447.1794015,56.31945174,391.6194544
196,1682,344.1873759,28.48707984,357.363237
196,1580,280.4339864,19.1131784,58.12352402
197,951,149.8594526,36.66263889,119.4433668
197,1423,99.16646842,20.78789643,161.8350234
197,1415,153.1367922,67.90587492,172.663469
198,464,311.8275242,75.96140164,346.5783736
198,238,530.9788349,34.73622972,98.58096101
199,752,1027.36922,168.640954,3851.651354
199,868,1622.907788,144.3931227,2642.099086
199,720,1371.854501,58.08229741,426.494885
199,776,775.7273466,51.40595912,169.7264599
200,1081,1273.221246,36.44671407,77.21659495
200,552,429.7601915,118.1591587,5468.369782
201,454,1423.545352,119.6000102,2768.718529
201,1853,660.0908925,96.01296701,1088.969409
201,1713,138.1830066,85.96376685,669.1277471
201,1073,517.3137746,93.62368115,1054.414665
202,644,668.0956507,317.1915871,3788.123484
203,256,512.3204759,56.08740082,835.7333758
203,295,191.6409795,21.54237792,167.5701506
204,1204,435.7195761,23.70673443,113.3014855
204,857,708.1282195,59.60223308,237.1155
205,747,346.8276777,21.68450905,15.16048649
205,1268,638.6214367,63.82315465,2065.112828
206,529,700.0652288,391.9227063,148682.9169
206,375,522.8182633,129.4360994,1113.841132
207,512,520.6009924,217.3956624,11856.49254
207,1703,525.6727881,211.4925405,14967.60345
209,476,484.2725668,64.22771579,734.0612998
209,701,531.3212946,53.50795096,895.4849291
209,420,352.9601232,142.509954,2508.271521
210,1414,252.2814082,12.7399053,12.06764589
210,1207,219.2840124,31.84331409,92.09988605
210,1481,169.1415537,112.872995,1016.118875
211,1056,356.833513,135.5312204,1778.265392
212,238,193.4954925,22.43796132,7.376290526
213,596,186.6504078,42.63878638,455.3132158
213,1001,1642.392969,26.07236509,397.687086
214,344,745.0250747,107.6077105,882.9868918
214,1443,1099.55667,30.16051512,498.5920351
214,1668,183.7408367,39.14006785,629.9108538
215,1839,245.8542348,35.03455381,112.3912847
215,1031,1151.644154,30.264766,21.82214672
215,1875,56.12003488,89.69939235,290.4220387
216,518,274.1133533,33.08692179,105.2082569
217,243,251.8647729,162.218137,3959.841346
217,269,290.8412154,86.91421223,881.7252129
217,347,475.2483778,39.20491762,226.0615566
218,373,199.749515,107.3245524,5347.851997
218,822,559.1429178,43.4845896,111.6070158
218,1180,296.0129091,101.3044054,1376.019731
219,564,259.4707753,87.88720621,3119.322813
219,457,3785.284771,71.56827795,875.0412967
219,998,2139.601077,40.92153339,99.25630447
219,1823,2011.063681,115.7813943,1909.406955
220,363,3154.6432,54.25196827,119.5302965
221,325,2179.590363,56.66121038,436.8651027
222,725,6002.490796,58.93875188,252.3435208
222,274,618.1188471,58.64019009,488.5816805
222,398,565.2138329,45.11314089,134.1782759
222,485,702.2276992,47.34987401,117.9489364
223,567,498.4011262,40.49029716,56.56694915
223,1339,757.4978528,42.72968031,44.91794517
224,1014,528.5533142,25.54915892,35.94771132
224,874,784.7516748,22.33337755,12.14951662
225,329,124.7648613,38.68544633,109.8184177
225,264,107.4526092,169.9581544,11806.57602
226,402,191.0314798,29.1877498,425.5917467
226,903,227.001576,74.55662734,1571.144272
226,1623,580.2083918,112.8865719,5303.976665
1464,227,148.8402194,33.33123293,49.0297905
227,1044,587.8169162,12.89178158,20.03305561
227,1322,513.6855656,30.07833531,69.44464551
228,1609,680.5687301,76.24319778,508.5429535
228,807,1400.008339,33.90113851,146.3084562
228,1277,496.3083944,33.11349624,98.33700742
228,1185,1387.613862,48.77596999,112.030797
229,1450,463.9731336,84.2934718,656.9707561
229,509,1083.740058,13.47658334,20.10997962
230,868,276.7374659,113.8027407,727.0348547
230,752,251.8647729,171.7660992,2541.080918
231,871,496.9132974,38.63591265,116.3429262
231,934,175.3875019,43.86475833,488.0469959
231,418,455.1286603,36.7104105,108.3822073
231,969,412.7881835,97.51132679,3343.271646
232,1283,482.9838012,91.6865888,901.0696113
232,1145,423.7185614,59.1545798,120.9533143
232,1005,389.6542203,62.42483903,295.1720103
